Penanggalan,Detached head and organs flying at night seeking blood. Reattaches during the day.,Malaysia,Asia Pacific,#,,,
Pendragon,Human capable of transforming into a dragon.,Arthurian,Europe,https://en.wikipedia.org/wiki/Pendragon,,,
Persian Witch,Meteors and shooting stars are witches.,Achaemenid Empire,Middle East,#,,,
Piasa,Lion-headed antlers of deer feathered dragon,Native American,North America,#,,,
Pixiu,Winged lions that eat precious metals. One-horned males represent wealth protection; two-horned ones protect Feng Shui practitioners.,China,Asia Pacific,#,,,
Pizowaona,Swamp demon ugly old woman with hairy body can transform into a beautiful nymph to lure weak-willed men to their deaths.,Slavic,Europe,#,,,
Pokurokubi,Vampiric women with long necks; while sleeping  their necks stretch out. Appears normal when awake.,Japan,Asia Pacific,#,,,
Poludnica,Demon woman dressed in white creates a dust cloud. Curing scythe cuts off head if questioned improperly. Causes strife to field workers (heat stroke etc.).,Slavic,Europe,#,,,
Pontianak,Vampiric pregnant ghost who died during childbirth  attacks children and causes suffering to men.,Indonesia,Asia Pacific,#,,,
Pope Lick,Goat/man/sheep. 'Satan/demon' hypnotizes and leads victims to their death,Kentucky,North America,#,,,
Preta,Cursed people who eat unusual substances like corpses or feces.,India,Asia Pacific,#,,,
Pulgasari,Massive bear made of rice that grows by consuming everything.,North Korea,Asia Pacific,#,,,
Qilin,Cloven-hoofed creature with a bull/horse/deer body a Chinese dragon head and antlers of a deer. Signifies the birth or death of a significant leader; a good luck charm.,China,Asia Pacific,#,,,
Ran Meker,Half man half bat,Iowa,North America,#,,,
Roc,Giant eagle that hunts elephants and other large mammals.,Arabic,Middle East,#,,,
Samjokgo,Essentially a Sanzuniao with a specific name.,China,Asia Pacific,#,,,
Santelmo,Fire spirit mesmerizing humans. Created from the ignited blood of those who met tragic deaths.,Philippines,Asia Pacific,#,,,
Sanzuniao,Three-legged bird. Ten of these birds hold up the sun. Ravens or crows block out the sky at night and eat the grass of immortality.,China,Asia Pacific,#,,,
Shojo,Heavy-drinking monster with a red face and ape-like body.,Japan,Asia Pacific,#,,,
Si'Lat Jinn,Most powerful best shapeshifter usually female and seduces/marries men. Similar to the succubus.,Middle East,Middle East,#,,,
Sirens,Often thought to be beautiful women or mermaids Sirens are actually birds with female human heads. They lure their victims with song and then eat them when they get too close.,Greek,Europe,https://mythologyexplained.com/the-sirens-of-greek-mythology/,,,
Skin Walker,Witch transforms into animals talking to a skinwalker causes them to target you.,Navajo,North America,#,,,
Skunk Ape,Bigfoot-like creature that has a strong repulsive odor,Florida,North America,#,,,
Slide Rock Bolter,Giant fish-like beast that slides down hillsides and eats everything in its way.,Colorado,North America,https://www.deviantart.com/ryancernnunos/art/Slide-Rock-Bolter-883731632,,,
Snallygaster,Demon bird reptile hybrid. Mortal enemy to the Dewayo.,Washington DC,North America,#,,,
Spenta Ameraiti,Holy devotion serenity and loving kindness,Achaemenid Empire,Middle East,#,,,
Sphinx,Human-headed lioness. Speaks riddles and if answered correctly will let you pass; if not  it attempts to kill you.,Egyptian,Africa,#,,,
St. Augustine Monster,Giant octopus (Kraken?),Florida,North America,https://siarchives.si.edu/blog/saint-augustine-monster,,,
Strigoaica (Striga),Owl-human that drinks blood and eats human flesh. Created when a human sells their soul to the devil (generally female).,Slavic,Europe,#,,,
Strigoi Mart (Striga),Undead supernaturally strong and fast. Came back to exact revenge on the culprit of their death. Goes back to their material possessions or into abandoned buildings. Eats human flesh and drinks human blood.,Slavic,Europe,#,,,
Strigoi Vu (Striga),Sorcerer becomes too powerful for this plane of existence. Looks human for short amounts of time. Generally avoids eating people (usually eats animals and crops) which causes farmers to have a harder time.,Slavic,Europe,#,,,
Stymphalian birds,Hates bad music and sound. Have poisonized poop. Metal beaks and eats flesh. Loves human flesh.,Greek,Europe,#,,,
Succubi/Incubi/Concubi,Demons that crave sexual intercourse and will drain their victims' life force as they engage in the act. They have dragon wings goat horns a demon tail clawed feet and red pink or pitch-black skin.,Christianity,Europe,#,,,
Surale,Forest creature with long fingers and a horn on its forehead. Lures victims and tickles them to death.,Bashkir,Europe,#,,,
Taotie,Bull/lion body. Has no eyes on its head but two on its shoulders. A mouth with rows of sharp teeth that eats everything that moves.,China,Asia Pacific,https://www.artstation.com/artwork/3nq12,,,
Teke Teke,Zombified girl with severed legs by a train. Dismembers others with a scythe.,Japan,Asia Pacific,#,,,
Telechines,A creature with the head of a dog a human torso and arms and a mermaid's tail. Immune to magic they practice powerful dark magic and are imprisoned in Tartarus.,Greek,Europe,https://www.deviantart.com/slightlymetaphysical/art/Nine-Telchines-62803444,,,
Temessian,A fox that can never be captured. It is hunted by Laylaps for eternity in the stars.,Greek,Europe,https://www.deviantart.com/kenket/art/I-m-A-Fox-And-You-Are-Not-566059704,,,
Tenome,Yokai with purple skin  a big mouth  eyes in its hands. Eats bones instead of skin.,Japan,Asia Pacific,#,,,
Three-Legged Lady of Nash Road,Ghost that locals claim chases you down Nash Road. Lady grieved by daughter's murder and all she found was a leg. She stitched it onto her body and now is a ghost attempting to find her daughter's murderer.,Mississippi,North America,#,,,
Tiangshi,Zombie-like stiff corpse that steals life force. Hops around with outstretched arms.,China,Asia Pacific,https://warriorsofmyth.fandom.com/wiki/Jiangshi,,,
Tokoloshe,Little demonic man that kills if you are out of reach of the creature,Bantu,Africa,https://www.zbrushcentral.com/t/the-tokoloshe/391494,,,
Troll,A mythological figure or creature that is protective of a certain area.,Scandinavia,Europe,#,,,
Trow,Fairy that is depicted grotesque and short in stature. Nocturnal creature that emerges from their mounds and breaks into homes when the owner is asleep.,Scotland,Europe,#,,,
Tsuchinoko,Thick snake-like creature capable of jumping one meter high.,Japan,Asia Pacific,#,,,
Uchchaihshravas,7-headed horse that can fly.,India,Asia Pacific,#,,,
Uragui,Hairy ten-foot-tall glowing-eyed giant peaceful. Eats deer and elk. Uses bones as tools like foot scratchers.,Alaska,North America,https://www.anchoragepress.com/news/framing-nantiinaq-alaska-s-best-known-cryptid-homicide-case-debunked/article_ed6facfe-a1f9-11eb-b7fc-0bba856ee2fe.html,,,
Ushi-oni,Chimera with the body of a crab and the head of a bull (oni).,Japan,Asia Pacific,#,,,
Valkyries,Group of women who choose who can go to Valhalla. They have Pegasi and a cloak that makes them blend into the background.,Scandinavian,Europe,#,,,
Vamp Cat,Possesses a man causing him to waste away and start acting like a cat. Cured by killing and eating another cat.,Ainu,Asia Pacific,https://www.japanpowered.com/folklore-and-urban-legends/the-vampire-cat-of-nabeshima,,,
Vodnik,Frog-like man with a green beard and long hair. Covered with algae and mud on its scales. Reticulated legs instead of hands and a fish tail. If angered drowns people traps their souls in porcelain cups or forces them to be slaves or destroys dikes and other water structures.,Slavic,Europe,#,,,
Vohu Manah,Good mind and good purpose.,Achaemenid Empire,Middle East,#,,,
Wampus Cat,Visible only at dusk and dawn half-woman/half-cat hunts near the Appalachians. Cat form has six legs,Cherokee,North America,https://aminoapps.com/c/harry-potter/page/blog/wampus-cat-drawing/vgTn_uDrmjWPoM4p58kbjxJZgDWnx,,,
Watcher,Angels that enforce perfection with winged helmets and beautiful male appearances. They were kicked out of heaven for seeking human brides and introduced makeup evil Nephilim and more to humans.,Enoch,Europe,https://gods-and-demons.fandom.com/wiki/Ramiel,,,
Wendigo,Taller skinny figure faster than a normal human eats human flesh. If you eat human flesh you become the Wendigo.,Native American,North America,#,,,
Will o' Wisp,Ghostly lights leading travelers to either doom or destiny.,Celtic,Europe,https://www.artstation.com/artwork/J91omn,,,
Women tree,Grows women? ?,Greek,Europe,#,,,
Xana,Nymph-like creature that looks like a beautiful lady/girl. Causes pure souls to feel beautiful and hear wonderful songs while impure souls feel dirty and may go insane.,Australia,Asia Pacific,#,,,
Yacumama,Ancient aquatic monster. Giant horned snake measures 160 ft long can suck up its prey up to 350 ft away. Don't anger it.,South America,South America,#,,,
Yara Ma Yha Who,3ft tall slimy toad creature with suction cup fingers that drain your blood just enough to make you pass out. Then eats you whole spits you out and repeats until you are digested or turned into one of them.,Australia,Asia Pacific,https://cryptidz.fandom.com/wiki/Yara_Ma_Yha_Who,,,
Yatagarasu,Crow or raven embodying the will of heaven.,Japan,Asia Pacific,#,,,
Yee Naaldloshiit,Witch manipulates body to transform into a coyote,Navajo,North America,#,,,
Yeti,Bipedal ape standing 15 feet tall  inhabits snowy or mountainous terrain.,Tibet,Asia Pacific,#,,,
Yuki-Onna,Beautiful pale woman with dark hair no legs and a transparent appearance. Glides in blizzards  killing travelers with icy breath.,Japan,Asia Pacific,#,,,
Yule Cat,Giant cat that kills and eats kids that don't have new clothes for Christmas. About the size of a house.,Slavic,Europe,https://www.boredpanda.com/icelandic-legend-yule-cat-new-clothes-christmas/?utm_source=google&utm_medium=organic&utm_campaign=organic,,,
Zombie,Corpse reanimated through magic or other means. Usually to serve the magician against their will.,Haitian,North America,#,,,
